,id,pre_pt_root_id,post_pt_root_id,size,ctr_pt_x,ctr_pt_y,ctr_pt_z,synapse_id,cell_type_pre
3440,230013973,864691136470008967,864691135490583527,5316,867.272,571.592,745.5600000000001,-230013973,Unknown
3441,231501436,864691135605187907,864691135490583527,13424,868.32,594.528,746.36,-231501436,Unknown
3442,225865287,864691135601030211,864691135490583527,11796,874.016,510.416,613.36,-225865287,Unknown
3443,229586700,864691135731437057,864691135490583527,13784,880.7520000000001,593.136,633.6800000000001,-229586700,Unknown
3444,228715736,864691136014031240,864691135490583527,3264,875.432,534.768,651.48,-228715736,Unknown
3445,242996492,864691135614121931,864691135490583527,12176,898.96,521.952,687.72,-242996492,Unknown
3446,247511668,864691136025774984,864691135490583527,15700,919.16,566.368,689.84,-247511668,Unknown
3447,229185274,864691135995634110,864691135490583527,844,871.9440000000001,570.0840000000001,715.2,-229185274,Unknown
3448,233376332,864691135581117213,864691135490583527,14672,885.448,556.472,677.6800000000001,-233376332,Unknown
3449,230017378,864691136390716031,864691135490583527,6436,877.24,585.784,739.52,-230017378,Unknown
3450,154775340,864691135490583527,864691135490583527,500,689.944,672.064,726.12,3320841,23P
3451,271088397,864691135356906215,864691135490583527,3176,971.52,599.376,733.28,-271088397,Unknown
3452,257221098,864691135649562285,864691135490583527,21100,932.336,532.8,724.88,-257221098,Unknown
3453,202710350,864691136462034055,864691135490583527,1492,808.892,628.048,752.52,-202710350,Unknown
3454,222967370,864691135476412328,864691135490583527,1440,853.0,600.04,742.96,-222967370,Unknown
3455,216510581,864691135635103043,864691135490583527,6612,834.9440000000001,613.76,751.28,-216510581,Unknown
3456,209851095,864691135629226563,864691135490583527,4304,818.588,554.188,703.96,-209851095,Unknown
3457,229724202,864691137019966062,864691135490583527,10724,871.592,536.48,684.6800000000001,-229724202,Unknown
3458,215025593,864691135901810398,864691135490583527,4600,837.052,381.492,681.32,-215025593,Unknown
3459,215513319,864691135595299688,864691135490583527,1032,849.128,485.052,722.04,-215513319,Unknown
3460,257756257,864691135490583527,864691135490583527,2156,933.832,581.432,721.4,3320903,23P
3461,253876163,864691135317552724,864691135490583527,15316,935.112,564.224,686.92,-253876163,Unknown
3462,240883857,864691135652044205,864691135490583527,5496,908.712,589.496,722.76,-240883857,Unknown
3463,243669734,864691134548182196,864691135490583527,6048,913.944,574.072,724.0,-243669734,Unknown
3464,229885293,864691134542237332,864691135490583527,12180,868.956,480.192,702.24,-229885293,Unknown
3465,247855314,864691135490236775,864691135490583527,4288,924.784,591.008,691.64,3320934,5P-IT
3466,241512553,864691133906303990,864691135490583527,160,900.184,737.984,741.44,-241512553,Unknown
3467,219499327,864691136471587719,864691135490583527,2220,856.856,562.648,719.96,-219499327,Unknown
3468,230018208,864691135726028289,864691135490583527,22384,880.28,584.488,737.44,-230018208,Unknown
3469,226462043,864691135513896489,864691135490583527,10928,868.768,618.288,758.72,-226462043,Unknown
3470,268088498,864691135641884333,864691135490583527,16844,972.16,573.6560000000001,757.64,-268088498,Unknown
3471,247514347,864691135478620739,864691135490583527,680,924.568,557.96,687.28,-247514347,Unknown
3472,219830237,864691136552757666,864691135490583527,24604,855.176,625.08,774.16,-219830237,Unknown
3473,216512265,864691135469778811,864691135490583527,20600,841.224,607.144,746.8000000000001,-216512265,Unknown
3474,228066482,864691135724091496,864691135490583527,1872,865.984,448.216,702.24,-228066482,Unknown
3475,198927586,864691135602103280,864691135490583527,5352,802.64,564.88,666.6,-198927586,Unknown
3476,219830246,864691135747900673,864691135490583527,4044,854.904,634.96,771.36,-219830246,Unknown
3477,232517999,864691136742014326,864691135490583527,4356,886.992,535.288,697.0,-232517999,Unknown
3478,219659969,864691136463618183,864691135490583527,3580,856.952,634.5360000000001,763.48,-219659969,Unknown
3479,226469890,864691135991264648,864691135490583527,5428,872.2,538.6560000000001,673.4,-226469890,Unknown
3480,244805733,864691135639463085,864691135490583527,19824,904.944,583.972,744.6800000000001,-244805733,Unknown
3481,240553816,864691135405747588,864691135490583527,6644,905.4,584.52,711.4,-240553816,Unknown
3482,226592853,864691135582220228,864691135490583527,9116,872.28,572.936,760.8000000000001,3321122,4P
3483,243226683,864691135309251668,864691135490583527,7212,909.64,563.88,655.08,-243226683,Unknown
3484,244763432,864691136248914706,864691135490583527,13336,914.288,586.064,704.8000000000001,-244763432,Unknown
3485,254167399,864691135642662829,864691135490583527,2700,936.48,562.824,727.36,-254167399,Unknown
3486,213001432,864691132763361814,864691135490583527,268,839.696,589.968,695.44,-213001432,Unknown
3487,247516476,864691134478016399,864691135490583527,10452,929.776,564.6560000000001,689.92,-247516476,Unknown
3488,251387798,864691135165802821,864691135490583527,9408,917.496,564.024,630.92,-251387798,Unknown
3489,257807240,864691133900392068,864691135490583527,2792,941.42,593.016,727.48,-257807240,Unknown
3490,247512648,864691136747406958,864691135490583527,6132,920.82,561.384,688.24,-247512648,Unknown
3491,243789285,864691135582892274,864691135490583527,2884,909.5,623.524,751.0,-243789285,Unknown
3492,254302329,864691134263559001,864691135490583527,3972,942.8,568.288,683.04,-254302329,Unknown
3493,218896113,864691134907831765,864691135490583527,5368,859.464,375.928,686.48,-218896113,Unknown
3494,257807996,864691135613773635,864691135490583527,532,944.88,595.032,728.2,-257807996,Unknown
