Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
15917,23P,864691135373704265,171344,122000,17946
15918,23P,864691135570717677,171488,125664,17561
15919,23P,864691136023804729,172096,113456,17294
15920,23P,864691135771714379,172080,127200,17755
15921,23P,864691135715199002,173344,116960,17869
15922,23P,864691135991495361,173392,122816,17939
15923,23P,864691135476113320,173968,125712,17817
15924,23P,864691135609433351,174336,114288,17785
15925,23P,864691136237452348,175056,116304,17349
15926,23P,864691135718486065,175952,119824,17674
15927,23P,864691135432647922,176592,122256,17468
15928,23P,864691135567736044,177072,115280,17753
15929,23P,864691135207768953,177120,117568,17279
15930,23P,864691136418626455,177552,113008,17444
15931,23P,864691135337761766,179312,123952,17287
15933,23P,864691135570699757,166896,124240,18284
15934,23P,864691135866421526,167184,117392,17992
15935,23P,864691135468170066,167408,117856,18361
15936,23P,864691135213028664,167616,126800,18698
15937,23P,864691135700219259,168896,111584,18339
15938,23P,864691136236744463,169312,118640,18467
15939,23P,864691135695964058,170016,122064,18290
15940,23P,864691136436418718,170320,116272,18738
15941,23P,864691135994520746,172272,117488,18181
15942,23P,864691135758723662,154192,138096,23822
15943,23P,864691136136617853,173648,113824,18595
15944,23P,864691135544374056,174864,124304,18509
15945,23P,864691136020237560,175248,114528,18099
15946,23P,864691135771727947,175280,111664,18433
15947,23P,864691135012913814,174880,118560,18729
15948,23P,864691135431207922,175264,121152,18433
15949,23P,864691135660486384,175440,117888,18364
15950,23P,864691135432498162,177632,110976,18229
15951,5P-IT,864691135837329811,283408,210352,16590
15952,23P,864691135488221242,164256,116704,18872
15953,23P,864691135340957125,164416,121344,18811
15954,23P,864691135478271942,165840,122784,18898
15955,23P,864691135407314377,167328,119168,18944
15956,23P,864691135394016245,167664,126320,19345
15957,23P,864691135345243551,168592,114768,18855
15958,23P,864691135865702277,168816,127216,19062
15959,23P,864691135501849437,169024,115328,19510
15960,23P,864691135544373800,170032,111712,19345
15961,23P,864691136723532541,170720,121504,18991
15962,23P,864691135758651726,171888,126416,18311
15963,23P,864691136041258070,170672,125872,18919
15964,23P,864691135975629891,174160,120848,17024
15965,23P,864691135941256820,173456,124704,18171
15966,23P,864691135761505078,173616,114928,19041
15967,23P,864691135348561879,176592,111296,17416
15968,23P,864691136008690860,168448,115344,19315
15969,23P,864691136952112863,173520,119040,19044
15970,23P,864691135700545147,167568,118208,17427
15971,23P,864691135132860064,180128,124688,18385
15972,23P,864691135687180256,171456,125792,19088
15973,23P,864691135850829767,170352,115040,16877
15974,23P,864691136209394620,173520,122576,18849
15975,23P,864691136286833859,172096,126336,18563
15976,23P,864691136923071460,173664,120000,18459
15977,23P,864691135581903725,174560,113392,18258
15978,23P,864691135782764083,172432,118464,18532
15980,23P,864691135490473063,166768,112800,18602
15981,23P,864691135873842062,171120,120096,17301
15982,23P,864691135278547361,166592,120016,19521
15983,23P,864691136194390486,174256,111680,16766
15984,23P,864691135614375115,174816,116528,17656
15985,23P,864691135341542833,171760,120560,18734
15987,23P,864691135569050758,176656,120032,19001
15988,23P,864691136989946005,176848,122176,19204
15989,23P,864691136194009558,176848,112960,19376
15990,23P,864691135385335637,177920,122048,19033
15991,23P,864691136422864175,178064,114240,18779
15992,23P,864691135581556333,178752,114480,19328
15993,23P,864691136973709084,179824,126384,19176
15994,23P,864691135725631551,165552,124128,20102
15995,23P,864691135446609748,165216,112720,19563
15996,23P,864691135575242014,175632,112528,18977
15997,23P,864691136065632920,172224,126656,21141
15998,23P,864691135403784686,166944,125552,19608
15999,23P,864691135617796495,167376,113760,20166
16000,23P,864691136723532029,169808,112832,19979
16001,23P,864691135341193157,173088,111280,21184
16003,23P,864691135382448090,173872,113568,19910
16004,23P,864691135440500296,174208,113984,19654
16005,23P,864691135454057578,174352,121552,20108
16006,23P,864691135494150800,174480,117920,19593
16007,23P,864691135700223099,175504,113856,20280
16008,23P,864691135866768406,165488,112944,20482
16009,23P,864691136266453492,176432,126576,19596
16010,23P,864691135433701618,176992,119792,20171
16011,23P,864691135472026162,177792,116992,19763
16012,23P,864691135686921184,179408,117744,19984
16013,23P,864691135463630661,175776,126048,19930
16014,23P,864691135583658872,165168,117808,21020
16015,23P,864691135382465754,166016,112640,20823
16016,23P,864691136090917556,166208,122128,21045
16017,23P,864691135771818827,167680,115520,20623
16018,23P,864691136816037742,168064,122784,20882
16019,23P,864691135639099451,99408,129344,20191
16020,23P,864691135207771001,173600,122832,20719
16021,23P,864691135517525130,175344,124288,20315
16022,23P,864691135807214365,176992,118496,20713
16023,23P,864691135012518646,177376,123408,20764
16024,23P,864691135274187493,179504,112352,20886
16025,23P,864691135736923012,163728,125584,21423
16026,23P,864691136925365322,164672,113040,21804
16027,23P,864691135366939129,166496,113472,21293
16028,23P,864691135530117572,167104,123552,21505
16029,23P,864691135946763105,169008,113040,21735
16030,23P,864691136273745677,171872,116864,21509
16031,23P,864691135352475890,172016,121168,21400
16033,23P,864691135162310957,175184,112320,21779
16034,23P,864691135915386214,167552,118000,19686
16035,23P,864691136422939439,165520,116560,19533
16036,23P,864691136329089002,176816,111120,20315
16037,23P,864691136011071395,178016,115392,19071
16038,23P,864691135946808161,164768,115712,19889
16039,23P,864691136388471415,168656,122464,20123
16040,23P,864691137053793654,174240,113824,20992
16041,23P,864691135994709418,167008,116256,20085
16042,23P,864691135502235573,179104,119680,20476
16044,23P,864691135941274484,179216,110976,20613
16045,23P,864691136309819994,169408,114800,19951
16046,23P,864691136618631821,174720,124672,19594
16047,23P,864691135609704199,168288,126880,19920
16048,23P,864691135274383589,164112,118400,20682
16049,23P,864691135476290216,174368,120240,22427
16050,23P,864691135587959492,164016,127136,21805
16051,23P,864691135560495329,167312,114832,22329
16052,23P,864691135359134040,168928,118864,19764
16053,23P,864691136266641652,169536,120704,21696
16054,23P,864691136329195754,173104,113744,20436
16055,23P,864691135544633640,168768,111776,20637
16056,23P,864691135575345438,172384,120448,21000
16057,23P,864691135446916692,172000,122128,21628
16058,23P,864691135474934336,169360,112336,20357
16059,23P,864691135687164384,172624,111984,21833
16060,23P,864691135374031945,169040,119120,20839
16061,23P,864691135488471098,168160,113296,21138
16062,23P,864691136109145784,176848,122368,21671
16065,23P,864691135850827207,169056,119456,19538
16066,23P,864691136966016974,165808,118256,20198
16067,23P,864691135658174338,179680,114608,18751
16068,23P,864691136266725364,166336,112240,21474
16069,23P,864691135428846896,166656,122080,22585
16070,23P,864691136723937021,167312,118064,22156
16071,23P,864691136483189036,175184,111984,19927
16072,23P,864691136812236659,176896,127024,18966
16073,23P,864691135724591019,164752,125728,21944
16074,23P,864691136194519372,179840,114080,20750
16075,23P,864691135737169028,180112,119520,21294
16076,23P,864691135715540506,178896,125216,20864
16077,23P,864691136024229689,167168,116000,21496
16078,23P,864691135323250332,179744,123040,19549
16079,23P,864691135699564578,172032,120608,20309
16080,23P,864691135135030297,179216,115136,20457
16081,23P,864691135616174185,169472,115888,21788
16082,23P,864691135748941865,174896,123888,21342
16083,23P,864691135383201003,179888,116688,20509
16084,23P,864691135382857690,178736,126432,21628
16085,23P,864691135925946894,171360,117872,20664
16086,23P,864691135866974230,171024,125472,21780
16087,23P,864691135837577363,174224,126496,20149
16089,23P,864691135122688807,177760,114352,21510
16090,23P,864691135478600390,176992,117152,19232
16091,23P,864691135544713512,175696,121744,21198
16092,23P,864691136601571025,169968,118256,21919
16093,23P,864691135386361729,173712,126464,22478
16094,23P,864691135445555090,174704,115808,22327
16095,23P,864691135468161106,176880,124240,22591
16096,23P,864691137019776622,173968,125600,23415
16097,23P,864691136740439132,166160,118704,23210
16098,23P,864691135644560623,167248,126784,23192
16099,23P,864691134917378826,167440,117584,22843
16100,23P,864691135381453810,168480,118368,22656
16101,23P,864691135526048603,169648,127072,23231
16102,23P,864691135776528480,172704,111776,23278
16103,23P,864691135474756672,172832,127280,22793
16104,23P,864691135580133316,173920,112144,22665
16105,23P,864691135644564463,174144,114784,23257
16106,23P,864691136672674951,174656,120400,23220
16107,23P,864691135644583151,174832,118448,23103
16108,23P,864691135382463706,175888,119104,22829
16109,23P,864691135382452186,176784,118672,22648
16110,23P,864691135968875877,178208,111824,22794
16111,23P,864691135576946693,179408,125232,22884
16112,23P,864691135341153221,176512,112464,23920
16113,23P,864691135181707010,166640,125264,23657
16114,23P,864691135508729097,167120,119680,23416
16115,23P,864691135748551209,168576,118272,23795
16116,23P,864691135415467194,169008,121472,23788
16117,23P,864691135462250653,169984,113872,23812
16118,23P,864691135915158374,170192,111040,24010
16119,23P,864691136309631322,170640,126304,23809
16120,23P,864691136236728591,171104,111392,23401
16121,23P,864691135474754624,171104,114608,23936
16122,23P,864691135278210209,170944,119744,24105
16123,23P,864691135373633609,172192,110960,23706
16124,23P,864691135776577120,172800,113024,23778
16125,23P,864691136143343668,173872,126336,23773
16126,23P,864691135925518862,174448,115504,23478
16127,23P,864691135358810968,174480,120496,23665
16128,23P,864691135858691432,175616,118960,23744
16130,23P,864691136601557201,178544,117920,23388
16131,23P,864691136143412020,164784,125696,24833
16132,23P,864691135761539894,165824,119904,24209
16134,23P,864691136811786611,166080,112432,24343
16135,23P,864691135417216754,166192,110976,24166
16136,23P,864691135740201835,167120,123472,24786
16137,23P,864691136601925585,173680,116048,22556
16138,23P,864691135941120116,169472,111840,24450
16139,23P,864691135494206916,170400,114576,24442
16140,23P,864691137053672566,170880,122256,24679
16141,23P,864691135117830109,171216,126640,24717
16142,23P,864691135564721175,166960,127024,24617
16143,23P,864691135367211513,178976,124432,21326
16144,23P,864691135501712194,173408,123488,22705
16145,23P,864691135571031533,170288,121360,22912
16146,23P,864691135502250165,166544,126672,24361
16147,23P,864691135233295705,170464,112688,22069
16149,6P-CT,864691136311973693,184816,237600,19923
16150,23P,864691135590208523,164528,126784,23083
16151,6P-IT,864691136194315990,184480,258144,20747
16152,23P,864691136333829811,174144,127408,24341
16153,23P,864691135771612155,175552,111008,24797
16154,23P,864691135866364694,177152,112368,24227
16155,23P,864691135488263482,178592,117760,24610
16156,23P,864691136118416152,179040,112416,24158
16157,23P,864691136911687409,165024,115920,25488
16158,23P,864691135012857750,165168,121808,24982
16159,23P,864691135583654776,166560,111952,24925
16160,23P,864691135858681704,167248,119888,25687
16161,23P,864691136812174451,175248,121728,24889
16162,23P,864691136444035203,165504,114240,21880
16163,23P,864691137019854190,167856,112608,24806
16164,23P,864691136020631544,176304,124640,23045
16166,23P,864691135571097837,170208,113008,22507
16167,23P,864691135517695626,175792,116256,21925
16168,23P,864691135494388880,172128,117536,22828
16172,23P,864691136618728077,178880,112496,21851
16173,23P,864691136091323060,169936,116800,23820
16175,23P,864691135210423744,170384,119008,23018
16176,23P,864691136451365375,173104,120656,24236
16177,23P,864691135415995834,178560,119232,22114
16178,23P,864691136100120949,176704,126496,24060
16179,23P,864691135724608683,180032,111920,22362
16180,23P,864691135210431424,178896,119456,22395
16181,23P,864691136418900631,169248,123456,24085
16182,23P,864691135155929956,178272,117216,22234
16184,23P,864691135777532349,166752,117728,23987
16185,23P,864691135307362630,178864,124192,23746
16186,23P,864691134964737567,178144,111168,22503
16187,23P,864691135447003988,170864,116832,22166
16188,23P,864691135432356338,167888,120352,25390
16189,23P,864691135322992284,168784,114400,25490
16190,23P,864691135478300870,170288,118000,25652
16191,23P,864691135373731913,174496,114416,25690
16194,23P,864691135737577841,177488,112256,25644
16195,23P,864691135213091128,177824,121152,24938
16196,23P,864691136056400600,180096,126128,24894
16197,23P,864691135462277277,164176,126896,25766
16198,23P,864691136601569745,165904,113408,26142
16199,23P,864691135939642278,167056,111344,25726
16200,23P,864691135490218599,167248,112096,25951
16201,23P,864691135654100674,169056,122544,26016
16202,23P,864691135736920196,169920,126512,26181
16203,23P,864691135012928918,171328,121728,26083
16205,23P,864691135575274526,176176,115056,24313
16206,23P,864691135781008208,169232,112336,25180
16207,23P,864691135564531991,174592,115616,26224
16208,5P-ET,864691135517584778,126944,203680,21690
16209,23P,864691136237470268,177424,119200,25988
16210,23P,864691135686922976,179440,117104,26326
16211,23P,864691135440617800,170832,115248,25284
16212,23P,864691135393958645,165824,124976,26741
16213,23P,864691136008479148,166704,127248,26981
16214,23P,864691135494699460,171792,140608,27541
16215,23P,864691136118432024,170112,127296,26967
16216,23P,864691135526106715,171056,125712,26749
16219,23P,864691135782389299,174784,122512,26953
16221,23P,864691136748293230,164256,146624,15417
16222,23P,864691135644676079,179344,120016,26656
16223,23P,864691135614230219,173776,126176,26307
16226,4P,864691135953758216,163872,159760,15536
16227,4P,864691135909727657,164672,153008,15650
16228,4P,864691134939965795,165120,150800,15429
16229,4P,864691135615886223,165312,159440,15234
16231,4P,864691135544355880,166896,159792,15529
16232,23P,864691136482858028,167712,148944,15534
16233,23P,864691135383272434,167488,151536,15620
16234,4P,864691136827735406,167824,153296,15200
16235,23P,864691135434784242,167936,150368,15135
16236,23P,864691135568189892,169952,147648,15515
16237,23P,864691135502979012,169952,144176,15606
16238,23P,864691136123985190,177888,120912,25250
16239,23P,864691135367424249,179024,116576,25071
16242,23P,864691136105704153,176128,116864,25064
16246,23P,864691136379094741,165984,117680,26392
16248,23P,864691136024215097,175904,114048,25166
16249,23P,864691135593879339,177792,113072,26446
16251,5P-IT,864691135974765935,220064,204368,17825
16252,23P,864691135616167273,179088,124720,25564
16254,23P,864691136118794264,174016,118304,25918
16255,23P,864691135739914644,173296,118576,26734
16256,23P,864691135693067455,168736,116448,26275
16257,23P,864691136105801689,167280,121808,25962
16258,4P,864691136443725955,170128,157792,15302
16259,4P,864691135585119612,171328,155600,15541
16260,23P,864691135568287940,172032,146496,15364
16261,4P,864691135099877920,172224,155008,15324
16262,23P,864691135155561316,172704,144288,15193
16263,4P,864691135654091970,173952,151664,15245
16264,23P,864691136237462588,174160,148256,15665
16265,4P,864691135081641207,174784,156864,15604
16266,4P,864691135654089922,176912,158528,15258
16267,4P,864691136723526909,177712,149952,15358
16268,4P,864691136707693166,178304,152016,15214
16269,4P,864691136118425112,178592,157184,15335
16270,23P,864691135162194477,178832,144528,15609
16271,23P,864691136370780552,179664,150656,15207
16272,23P,864691135334492137,179936,143504,15351
16273,4P,864691135293052428,179952,156800,15636
16274,4P,864691135012554998,179968,148256,15639
16275,23P,864691136754559854,179968,147840,15143
16276,4P,864691135435111154,164608,156144,16387
16277,4P,864691135212604032,164976,152448,15944
16278,4P,864691135415463866,165712,154320,16129
16279,4P,864691135354899407,166416,154496,16365
16280,23P,864691135915168870,166448,149344,16268
16281,4P,864691135568903302,166512,153808,15904
16282,23P,864691136715071598,168016,148256,16007
16283,4P,864691135775774125,169824,153904,16174
16284,23P,864691135494023620,171312,143584,15897
16285,23P,864691135540748996,171744,145248,16320
16286,4P,864691136008483756,172128,149664,16283
16287,4P,864691135351033074,171952,156528,16421
16288,23P,864691135782378803,171696,152704,16437
16289,4P,864691136813994606,173360,156224,16111
16290,23P,864691136754688622,173552,143920,16292
16291,4P,864691136740405852,174848,150320,15957
16292,4P,864691136143412788,175600,154544,16058
16293,4P,864691135081710327,175632,156176,15726
16295,4P,864691135777099965,177616,157328,15732
16296,4P,864691135654043330,178160,153344,16172
16297,4P,864691135683935671,178640,150704,15975
16298,4P,864691136237446460,178592,151824,15731
16299,4P,864691135565024708,178464,159376,16235
16300,4P,864691135502021316,179312,158208,15714
16301,23P,864691135529915332,164128,146912,16807
16302,4P,864691136004720842,164192,159488,16553
16303,4P,864691135440449864,164592,159280,17087
16304,23P,864691135490228327,164992,149408,16652
16306,4P,864691135590162699,176368,158368,17006
16307,4P,864691135937396533,167088,152464,16731
16308,4P,864691136577509396,167184,150496,17108
16309,4P,864691136601568209,167152,157520,16943
16310,23P,864691135334545385,167456,146336,16630
16311,23P,864691135568884102,167632,145856,17003
16312,4P,864691136672689543,168704,144880,16614
16313,4P,864691135501630148,169424,151552,17169
16314,4P,864691136194296396,169808,158112,16590
16315,4P,864691135875959891,170240,147952,16576
16316,23P,864691135501671364,170256,144240,16792
16317,4P,864691135382740978,171824,149520,16658
16318,23P,864691135771652427,172304,147952,16910
16319,23P,864691135866419990,173152,143840,17058
16320,4P,864691135736921476,173328,158976,16591
16321,4P,864691136105519577,172912,158704,17214
16322,23P,864691136813593966,173664,147376,17208
16323,4P,864691135495779524,174064,154736,17105
16324,4P,864691135654036674,175056,150160,16933
16325,23P,864691135382492890,176176,146992,16814
16326,4P,864691135104026189,176512,153952,16983
16327,4P,864691135345244063,176992,155712,16604
16328,4P,864691135403710958,177200,151024,16581
16329,23P,864691135937666869,176816,145280,16316
16330,4P,864691135865834885,167488,154256,16643
16331,23P,864691135278322849,167120,127296,27252
16332,23P,864691135013122198,171680,131904,16947
16333,23P,864691135437454578,166960,122592,27304
16334,23P,864691135373539016,166800,138096,16584
16335,23P,864691136594526626,174544,121536,27489
16336,23P,864691136755063918,164112,130560,15599
16337,4P,864691135341469105,171600,154656,15729
16340,23P,864691135338067430,176720,111376,27497
16341,4P,864691136966039246,175904,156784,16862
16342,23P,864691135472326450,174208,152224,15696
16344,4P,864691135407582409,175216,153600,15825
16345,23P,864691136487268882,174560,125680,27364
16346,23P,864691135586581188,164784,128592,15317
16347,23P,864691136143350324,165552,141904,15237
16348,23P,864691135782379571,167264,133200,15170
16349,23P,864691135361234418,167616,137104,15131
16350,23P,864691136951734495,168512,127232,15509
16352,23P,864691135946640481,168816,128480,15219
16353,23P,864691135361531634,169248,135392,15610
16354,23P,864691135657776514,169776,131936,15079
16355,23P,864691136136637565,170720,139824,15302
16356,23P,864691135718449969,170528,131328,15671
16357,23P,864691135657793410,172960,133104,15431
16358,23P,864691135526724292,173360,139264,15157
16359,23P,864691135586580164,176448,136784,15214
16360,23P,864691135991482049,176512,135248,15377
16361,23P,864691135291740086,176688,142912,15366
16362,23P,864691136237457724,177200,139152,15545
16363,23P,864691135850446023,179648,132464,15150
16364,23P,864691135583708536,179664,132496,15601
16365,23P,864691135617789583,163760,140096,16229
16366,23P,864691135660479984,164160,134512,16252
16367,23P,864691136617109979,164768,128688,16174
16368,23P,864691136050809843,165936,140928,15911
16369,23P,864691135560480481,165712,138720,16041
16370,23P,864691135323001244,167744,136992,16088
16371,23P,864691135361140722,167888,138224,16276
16372,23P,864691136388566800,168752,134320,16128
16373,23P,864691135012354806,168800,142352,15735
16374,23P,864691135117790685,169728,132048,15916
16375,23P,864691135194395946,170528,136992,15876
16376,23P,864691135654082498,171952,140576,16329
16377,23P,864691136105532889,173424,134480,16211
16378,23P,864691135345248415,173568,137824,16272
16379,23P,864691135644570095,174912,137072,16397
16380,23P,864691135589151172,175488,131008,16099
16381,23P,864691135386374529,175392,143072,16013
16382,23P,864691135501590338,177008,142144,15796
16383,23P,864691135736926596,177008,142624,16177
16384,23P,864691135593550891,177312,139376,16087
16386,23P,864691135725589311,178016,143024,15947
16387,23P,864691136723482621,178816,133488,15819
16388,23P,864691135162190125,179024,129104,16436
16390,23P,864691135692721599,164656,128864,16508
16391,23P,864691135873621646,164144,128800,17206
16392,23P,864691135354889423,164848,138576,16510
16393,23P,864691137053640566,164944,141280,16642
16394,23P,864691135291736502,165264,132112,16481
16395,23P,864691134884756218,165840,136208,16579
16396,23P,864691136311846461,166880,130336,16915
16397,23P,864691135345247903,168208,135200,17174
16398,23P,864691135847910494,168080,143072,16559
16399,23P,864691135491018436,169216,127904,16636
16400,23P,864691135212708224,169680,133408,16550
16401,23P,864691135758558030,169872,131088,16680
16402,23P,864691136388599824,170256,139104,16619
16403,23P,864691136730363246,171344,140400,17185
16404,23P,864691135837208979,171680,136160,17058
16405,23P,864691135341037509,172784,133600,16510
16406,23P,864691135501532994,174208,136032,16834
16407,23P,864691135941256564,169440,132176,15423
16408,23P,864691136378989781,167424,132064,17063
16409,23P,864691135730410937,174560,130400,16899
16410,23P,864691135274142949,178432,146128,16580
16411,4P,864691135657792642,179376,149280,16568
16412,23P,864691135780790096,179840,144576,17077
16413,23P,864691135614130379,179888,147808,16998
16414,23P,864691135499948740,163824,146544,17361
16415,4P,864691136436372894,163920,148912,17581
16416,4P,864691135858675048,164448,152976,17787
16417,4P,864691135373734985,165504,154432,17589
16418,4P,864691135850457031,165712,156928,17968
16419,23P,864691136618487949,166288,145024,17284
16420,23P,864691136065291160,166320,145248,17640
16421,23P,864691136826753134,166736,143920,17776
16422,4P,864691136577481236,167104,154384,17370
16423,4P,864691135986885635,168384,153600,17888
16424,23P,864691136482866476,169088,147648,17456
16425,23P,864691136911637233,169200,149568,17451
16426,23P,864691135875971923,169168,144480,17516
16427,4P,864691135501850205,170624,154416,17640
16428,23P,864691134964631583,168144,129840,16172
16429,4P,864691136911907057,168496,157648,17459
16430,23P,864691135428771120,173168,137856,15436
16431,23P,864691135497939987,175200,138640,16993
16432,23P,864691135937786165,169680,135840,16686
16433,23P,864691136487230738,176256,138672,15716
16434,23P,864691136423054127,170368,138912,15714
16435,23P,864691135639255099,172016,128016,16535
16436,23P,864691135502340277,165136,127712,15678
16437,23P,864691135758835022,165296,140864,16941
16439,23P,864691137054005878,171616,139984,16903
16440,23P,864691135585446268,176016,142096,16423
16441,4P,864691134917702154,178736,158800,16859
16442,4P,864691135855553070,172192,153456,17883
16443,23P,864691136965756622,172624,144480,17924
16444,4P,864691135415442362,172880,149184,17822
16445,4P,864691135544357416,173120,151680,17516
16446,4P,864691136194023382,173024,152032,17238
16447,4P,864691135307095366,173472,156336,17903
16448,4P,864691137053638006,175056,154080,17369
16449,4P,864691136825175918,175536,155968,17522
16450,23P,864691137053690742,175936,145328,17440
16451,4P,864691136482855212,178432,151360,17785
16452,23P,864691136084078700,178544,143856,17362
16453,4P,864691136004719818,179024,158224,17867
16454,4P,864691135491203167,179152,153024,17986
16455,23P,864691136039345662,179984,145120,17543
16456,23P,864691135785560516,179952,145120,18471
16457,23P,864691135609432839,165360,146848,18208
16458,4P,864691135382568922,171632,159744,17539
16459,4P,864691136226960721,166080,157888,18378
16460,23P,864691135686939360,166368,146720,18619
16461,4P,864691135382984171,166944,156960,18655
16462,4P,864691135866373142,166608,154672,18717
16463,23P,864691135582656196,168080,146944,18362
16464,23P,864691135724200619,168368,148784,18156
16465,23P,864691137196888385,168768,145056,18183
16466,4P,864691135373722953,169248,156016,18178
16467,4P,864691136136631677,169328,156576,18412
16468,4P,864691136809853550,171680,156880,18749
16469,4P,864691136143411508,172640,149248,18685
16470,4P,864691135776545376,172592,158240,18025
16471,4P,864691136361499874,172992,150240,18018
16472,23P,864691136723562749,172832,145872,18658
16473,4P,864691135975498819,174096,158240,18347
16474,4P,864691135367017209,174544,159488,18687
16476,4P,864691135697362197,176688,154224,18493
16477,4P,864691136236669967,176800,152208,18146
16478,23P,864691135394031861,177136,144800,18715
16479,23P,864691135233109081,177984,144608,18062
16480,4P,864691135322949276,178192,154752,18267
16481,23P,864691135493973648,178512,147424,18010
16482,4P,864691135501534530,178672,156384,18731
16483,23P,864691135348241367,179280,149376,18025
16484,23P,864691136020462840,262960,109696,19182
16485,4P,864691135081633783,164672,152624,19009
16486,4P,864691135373739593,164960,153392,19173
16487,4P,864691135081719543,165136,154336,18927
16488,23P,864691135341051845,165968,146288,19162
16489,4P,864691135445542546,166528,152064,19215
16490,23P,864691135502945732,167792,147728,18798
16491,4P,864691136008561070,167744,159360,18773
16492,4P,864691136361499362,168096,156944,19394
16493,4P,864691136004737482,168160,158816,19248
16494,4P,864691136273655565,168432,151600,18911
16495,4P,864691135354902735,168944,146016,19161
16496,4P,864691135771729483,169680,156896,19073
16497,23P,864691135454305642,171344,148448,19157
16498,4P,864691135740253547,172224,152080,18958
16499,4P,864691135488213050,172656,147632,19010
16500,4P,864691135340969925,173360,157600,18892
16501,23P,864691135341289905,174160,146816,19153
16502,4P,864691136618399117,174224,150480,19008
16504,4P,864691135858792552,169504,157392,18888
16505,4P,864691136296905499,179360,157856,18163
16506,23P,864691135490352231,166448,151008,19440
16507,4P,864691134988680058,170624,153072,19062
16508,23P,864691135352886258,176160,134608,16648
16509,23P,864691135617735311,178624,137536,16960
16511,23P,864691136672654215,179248,135712,16878
16512,23P,864691136388556048,179744,127472,16935
16513,23P,864691136951555295,179728,141520,16477
16514,23P,864691135360169543,179824,134448,17088
16515,23P,864691136911642097,179760,142656,17034
16516,23P,864691136118456600,179968,131744,17035
16518,23P,864691135516049363,173424,135840,17763
16519,23P,864691135322950556,168912,139392,17459
16520,23P,864691135939266049,169504,136896,17987
16521,23P,864691135614125515,170816,143024,17779
16522,23P,864691135491629508,171280,136048,17837
16523,23P,864691135578528964,171424,131664,17400
16524,4P,864691135684351927,177312,158384,18156
16525,4P,864691135777422525,175472,159840,17563
16526,4P,864691136618664589,167072,154736,18337
16527,4P,864691135737043588,170992,152208,18380
16529,4P,864691135210401984,168928,153120,19331
16531,23P,864691135182101762,166368,147936,19314
16532,23P,864691136041427286,170896,145072,18290
16533,4P,864691135987332611,168944,151680,18736
16535,23P,864691135939865601,176400,127840,17183
16536,4P,864691136109238456,166752,152176,18373
16537,23P,864691135476110504,172416,136320,17282
16538,23P,864691136723511037,172576,129696,17833
16539,5P-ET,864691135360295751,147408,209200,21609
16540,23P,864691135837209235,173568,142336,17816
16541,23P,864691135581567597,173936,143280,17654
16542,23P,864691136521655953,174656,138928,17891
16543,23P,864691135945545764,174784,139664,17295
16544,23P,864691135113187993,175680,132432,17584
16545,23P,864691135510481616,175664,132384,17801
16546,23P,864691136815062382,176064,136064,17679
16547,23P,864691135362076914,176720,131920,17315
16548,23P,864691135132655264,176912,130608,17474
16549,23P,864691135785239492,177088,137136,17583
16550,23P,864691135012531190,177904,140688,17850
16551,23P,864691136951812063,176720,130928,16810
16552,23P,864691135753959629,167472,138576,17228
16555,4P,864691136951551967,174560,153040,19164
16556,23P,864691136020339192,175520,145216,19415
16557,4P,864691134947451132,176464,156512,19450
16558,4P,864691135341029061,176704,158064,18880
16559,23P,864691135736917892,176880,144560,19283
16561,4P,864691135445538194,178656,152976,19333
16562,4P,864691135775827373,178800,148640,19320
16563,23P,864691135740255083,179280,144656,18828
16564,4P,864691135657795202,179296,151152,19434
16565,23P,864691135360159047,165040,148096,20149
16566,4P,864691135953793032,165888,153888,19973
16567,23P,864691136577477140,166016,146752,19880
16568,4P,864691135291729078,166416,152128,19684
16569,4P,864691135683925175,166752,156448,19534
16570,4P,864691135730155961,171952,156768,19995
16571,4P,864691135945395236,171888,156752,19687
16572,23P,864691135113136025,172480,147120,20108
16573,4P,864691136296650523,172560,152240,20107
16574,4P,864691136723533053,174592,156896,19566
16575,4P,864691135373367752,175024,151040,20249
16576,4P,864691135181691138,175344,153936,20066
16577,23P,864691135715263770,176032,148992,20310
16578,4P,864691136378827989,176672,155696,20006
16579,4P,864691135396402721,177024,148544,19976
16580,4P,864691135847917150,176944,153728,19689
16582,23P,864691136418610071,178192,147856,19821
16583,23P,864691136811801459,180128,147248,19430
16584,23P,864691135758465358,163952,147248,20670
16585,4P,864691135012528118,164800,154960,20546
16586,4P,864691136226949201,165152,156992,20952
16587,4P,864691135501805661,165200,155872,20781
16588,4P,864691135385348437,166288,159056,20993
16589,23P,864691136031639739,167568,148592,20990
16590,23P,864691135776598368,171392,144368,20761
16591,4P,864691136618445453,171520,148896,20751
16592,4P,864691136812125811,179344,159520,18997
16593,4P,864691135718477873,175312,148848,20723
16594,4P,864691136090947508,177360,150528,20753
16595,4P,864691135761488438,177376,155072,20434
16596,4P,864691135737487985,178416,156640,20968
16597,4P,864691135476100264,178992,151872,20381
16599,23P,864691135730510265,166560,144736,19985
16600,23P,864691136487262994,168464,145600,19632
16601,4P,864691135502122077,178240,148752,20455
16602,23P,864691136911944689,175872,148112,21814
16603,4P,864691136388938256,174272,159248,20540
16604,4P,864691135937467140,170080,152576,19622
16605,23P,864691135737815153,174880,143696,20013
