Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
653,23P,864691135526093915,87920,132736,16209
654,23P,864691135502044597,88320,128576,16190
655,23P,864691135837203859,88656,142288,16139
656,23P,864691136326418327,89584,132672,16072
657,23P,864691135104006477,90864,131184,15741
658,23P,864691136262039780,91616,128928,15936
659,23P,864691136834903012,91872,140736,16057
660,23P,864691136824042468,92560,132752,15852
661,23P,864691136119602513,94288,140480,15940
662,23P,864691135614161611,97104,137536,16033
663,23P,864691135777174973,97312,128560,15789
664,23P,864691137053671030,97424,130784,15761
665,23P,864691136008465068,97616,137264,15784
666,23P,864691136828787940,81808,132448,17167
667,23P,864691136302741911,82384,132336,16934
668,23P,864691136744504292,83376,129536,16916
669,23P,864691135117829341,83520,136896,17163
670,23P,864691135589938187,84672,135072,17053
671,23P,864691135367339001,82048,131664,16642
672,4P,864691135303186855,86992,159120,16605
673,23P,864691135386405249,87520,156448,16659
674,23P,864691136817320046,88080,155488,16974
675,23P,864691135212713344,88192,144096,16700
676,23P,864691136143778967,88496,153248,16492
677,23P,864691136289664663,89472,150416,17092
678,23P,864691135385278805,90224,148032,16990
679,23P,864691135692703423,90032,158224,17157
680,23P,864691136277169815,90224,156128,16619
681,4P,864691136311146391,91024,158112,16632
682,23P,864691136989984917,93904,150752,17018
683,23P,864691136812065651,89008,151136,17672
684,23P,864691135789391980,94464,148928,17069
685,4P,864691135944984808,94656,156704,16479
686,23P,864691135939377921,94608,153344,16545
687,23P,864691135269780133,94880,151008,16463
688,23P,864691136516896996,95312,151312,16615
689,4P,864691135303196839,96576,159200,16647
690,23P,864691136008477868,96864,154048,16726
691,23P,864691135692734655,96976,146512,16702
692,23P,864691135758534222,97072,155536,16611
693,23P,864691136084075628,97552,150688,16491
694,23P,864691134940002915,97696,148480,16584
695,23P,864691136139059281,83584,143696,17539
696,23P,864691135497636115,84112,157024,17377
697,23P,864691136828362980,84816,148640,17662
698,23P,864691136106121553,85360,145408,17912
699,23P,864691136436394398,85536,153216,17619
700,4P,864691135467558540,85984,157424,17656
701,23P,864691135946691169,86400,145632,17615
702,4P,864691136272998334,86720,159728,17229
703,23P,864691135132757920,97504,144704,17557
704,23P,864691136065224344,88832,155264,17597
705,23P,864691135654099650,89584,147616,17363
706,23P,864691135373615858,90016,144464,17865
707,23P,864691135700249979,90224,151632,17994
708,23P,864691135583704440,90960,144944,17510
709,4P,864691136056396248,90848,156720,17985
710,4P,864691135864734172,91472,158112,17231
711,23P,864691136672629127,91616,155280,17270
712,23P,864691135657835138,91200,159600,17546
713,23P,864691135782378547,92240,151552,17643
714,23P,864691136388602384,92272,147664,17659
715,4P,864691135583692408,92272,157264,17672
716,23P,864691135278221729,92400,154608,17645
717,4P,864691136041063766,94592,158224,17702
718,23P,864691135654059714,94784,151552,17428
719,23P,864691136835804388,95584,146336,17967
720,23P,864691135012862454,83120,141168,17065
721,23P,864691136602123985,90272,153808,17403
722,4P,864691135322941084,95392,158944,17390
723,23P,864691135181810690,95760,145584,17674
724,23P,864691135367011065,96544,154320,17919
725,23P,864691135570679021,97264,145184,17917
726,23P,864691136328416407,97920,148640,17549
727,23P,864691136194170344,82288,144320,18484
728,23P,864691136817672558,83120,152704,18411
729,23P,864691135212598144,83984,146560,18462
730,23P,864691136056386776,84640,154160,18698
731,23P,864691136108725176,85072,153136,18242
732,4P,864691135589920011,84992,157232,18318
733,23P,864691135725621567,85056,156048,18534
734,23P,864691136925362506,87232,147920,18087
735,4P,864691135122329127,87184,155408,18712
736,23P,864691135494061968,88224,150048,18530
737,23P,864691135538113906,89376,144800,18490
738,23P,864691136194334284,89520,154128,18511
739,23P,864691136132354385,89616,146752,18172
740,23P,864691136031755451,89344,159248,18111
741,23P,864691135939275265,89744,150208,18118
742,23P,864691135462768958,90400,154512,18105
743,23P,864691135946630753,91248,150816,18597
744,4P,864691135780842320,90864,159600,18164
745,23P,864691136136631165,92864,148256,18548
746,23P,864691136817642980,92848,157088,18620
747,23P,864691135945496100,93136,149232,18217
748,23P,864691136378757589,94256,155216,18591
749,23P,864691135939370241,94560,147520,18473
750,4P,864691135210049472,94992,156640,18206
751,23P,864691135113189529,95776,149216,18305
752,4P,864691134988455546,95552,157792,18676
753,23P,864691135808754257,94928,153408,18760
754,23P,864691135945493028,96160,148512,18503
755,23P,864691136148758865,97904,145120,18602
756,4P,864691135865605253,98096,159440,18494
757,23P,864691135823240556,82672,145072,19105
758,23P,864691135617626537,83440,156368,19026
759,23P,864691135692724671,83984,154320,19353
760,4P,864691135925523982,84512,159056,19324
761,23P,864691135403776494,85904,151136,19179
762,4P,864691135654045634,86288,158224,18795
763,23P,864691135502057653,87328,149648,18992
764,23P,864691135162249773,87424,152624,19398
765,23P,864691136105519833,87632,145408,19324
766,23P,864691136601918161,86720,147296,18250
767,23P,864691135866797590,94400,146960,17772
768,4P,864691136031665083,83024,163904,15654
769,4P,864691135407654130,83360,165808,15206
770,4P,864691135657774722,84624,161344,15284
771,4P,864691135894466280,84816,164112,15491
772,4P,864691135501540162,84976,172992,15438
773,4P,864691136050871539,86320,162176,15440
774,4P,864691135469226169,86080,167184,15659
775,4P,864691135568920198,86336,171600,15410
776,23P,864691136723539965,88000,172272,15510
777,4P,864691135134701593,87952,161472,15419
778,4P,864691135488269626,88176,175344,15493
779,4P,864691135437556466,89104,166992,15272
780,4P,864691136273684749,89456,169856,15465
781,4P,864691135740256363,90176,173312,15095
782,4P,864691135809174865,91664,164576,15635
783,5P-IT,864691135695998874,92032,174384,15302
784,4P,864691135360172103,92688,170336,15349
785,4P,864691135494044304,92880,172400,15658
786,4P,864691135855642926,94000,171856,15316
787,4P,864691135385261141,95024,163296,15229
788,4P,864691136378746837,95856,165360,15186
789,23P,864691135544644904,95792,156032,17364
791,23P,864691135910006441,97648,150352,18016
792,4P,864691135385347413,96400,171568,15304
793,4P,864691135937386037,96336,174704,15516
794,4P,864691136922727652,96608,169360,15621
795,4P,864691135303202471,97088,160160,15522
796,4P,864691136136601213,84656,171376,15736
797,4P,864691135916618728,85040,173056,15848
798,4P,864691135491201887,85504,175392,15764
799,4P,864691136723337725,85408,162576,16285
800,4P,864691135212626304,85776,171552,16273
801,4P,864691135865532549,86384,166736,15852
802,4P,864691136082894417,86064,172784,16457
803,4P,864691135341047749,87488,172064,15867
804,4P,864691135472048690,87936,163072,16194
805,4P,864691135346232306,88016,172976,16446
806,4P,864691135850408647,89952,171408,16189
807,4P,864691135564684119,90496,172752,16272
808,4P,864691136965845966,90848,162416,15774
809,4P,864691135809476300,91344,165136,16122
810,4P,864691135865559685,91424,164320,15871
811,4P,864691135428494640,93456,169472,16038
812,4P,864691135194389034,93632,168896,16271
813,4P,864691136141986897,93888,163696,15724
814,4P,864691135783984236,94048,175456,15741
815,4P,864691136723542781,94944,160672,16130
816,4P,864691135775816621,95776,163712,16026
817,4P,864691135615804521,96080,164352,16276
818,4P,864691136148808855,96608,174592,15844
819,4P,864691135326705758,81824,166288,16785
820,4P,864691135212626560,82672,164992,16462
821,4P,864691135776583776,82880,163392,16624
822,4P,864691136740425052,83584,163584,16857
823,4P,864691135753607117,84304,174560,16715
824,4P,864691135435739634,84448,170896,16498
825,4P,864691135348281559,84768,169344,16949
826,4P,864691136065269912,85952,173952,17033
827,4P,864691136065232280,86032,165040,16812
828,23P,864691135497651219,88304,154848,19248
829,23P,864691136443746179,88592,147568,19182
830,23P,864691136482919212,88624,156672,19113
831,23P,864691135585156988,90736,156448,19084
832,23P,864691136378783701,91072,154272,19043
833,4P,864691136143276695,91296,157360,18822
834,23P,864691136482923564,92176,146160,19107
835,4P,864691136482889004,92272,158544,19305
836,23P,864691136723372285,93056,151632,19088
837,23P,864691136146368849,93360,144720,18784
838,23P,864691135212669824,92928,152704,19487
839,4P,864691135564554519,93168,159200,19082
840,23P,864691135718465585,94032,148448,19485
841,23P,864691135758544462,95472,144512,19459
842,4P,864691135345259167,97408,157648,18830
843,4P,864691135589940491,96800,159952,19238
844,23P,864691135855652142,97920,143360,18789
845,23P,864691135345193375,82032,153456,19640
846,23P,864691135462288285,82672,155248,19729
847,23P,864691135925560846,83296,154192,19915
848,23P,864691135337762022,85760,156256,20198
849,23P,864691135155564388,86032,150720,19769
850,23P,864691135925554446,86384,151904,20282
851,4P,864691136209027516,87808,157152,19939
852,23P,864691136309656410,87552,144512,20317
853,23P,864691136390397823,89504,156416,19637
854,4P,864691136740442716,90752,153776,19819
855,23P,864691135866430230,91616,151360,20146
856,23P,864691135354945743,91328,154304,20205
857,23P,864691135385268565,91984,148944,20046
858,23P,864691136436394910,92672,156128,19990
859,23P,864691135337745126,92384,154048,19688
860,23P,864691136723489277,94336,152384,19680
861,4P,864691136024244025,85632,164288,16995
863,23P,864691135776943456,178448,119968,21422
864,23P,864691135730550201,91344,147312,20140
865,4P,864691135502177117,97328,165312,16055
866,23P,864691134947395324,96688,150224,20171
867,23P,864691135968878181,82560,151712,20838
868,23P,864691135467580300,82448,152688,21032
869,23P,864691135403768814,83184,148320,20905
870,6P-CT,864691135446722644,256784,224688,25696
871,6P-CT,864691135780978256,135648,262208,21062
872,23P,864691136388404087,96208,147952,19385
873,4P,864691135446724436,137968,167552,26194
874,23P,864691136020467704,167584,104848,26197
876,23P,864691134884945146,82032,120944,15432
877,5P-ET,864691135303388583,169216,196416,20820
878,23P,864691136141144657,84928,127904,16481
879,23P,864691135771703371,85600,134800,16648
880,23P,864691135213062712,85792,137424,17058
881,23P,864691136143926423,86480,141312,17068
882,23P,864691135462727230,86720,139280,16618
883,23P,864691136008462252,87680,127712,16479
884,23P,864691136822940900,87840,127920,17015
885,23P,864691135776616544,88688,132912,16928
886,23P,864691135753672909,88576,140944,17067
887,23P,864691135815496271,88688,134320,17101
888,23P,864691135776616032,89696,130432,17104
889,23P,864691135883880560,90640,130368,16937
890,23P,864691135012470006,90656,128752,16760
891,23P,864691136577511700,90736,137120,16911
892,23P,864691135945530916,92768,137312,16920
893,23P,864691135915197030,92864,141504,16924
894,23P,864691136293309591,93392,130128,17160
895,23P,864691135515939795,93664,140912,17130
896,23P,864691136828757220,94096,129360,16743
897,23P,864691136262786020,94688,135328,16811
898,23P,864691136837424356,95008,135200,16559
899,23P,864691135939371777,96096,141920,16970
900,23P,864691135497661715,98032,133744,16720
901,23P,864691136236699151,82048,135456,17684
902,23P,864691135686937312,82496,139632,17516
903,23P,864691136143945879,82384,136720,17509
904,23P,864691135385262421,84656,137152,17421
905,23P,864691135563147716,85904,127248,17803
906,23P,864691136310222999,85936,130512,17685
907,23P,864691135807321373,86400,135872,17880
908,23P,864691135181822722,86640,143072,17969
909,23P,864691135937376309,88480,131008,17521
910,23P,864691136951616735,89280,138512,17430
911,23P,864691135012448502,90208,137536,17794
912,23P,864691135939376129,90864,129312,17660
913,23P,864691134988465530,91056,130288,17841
914,23P,864691135462241181,91360,140960,17902
915,23P,864691135939374849,91728,129584,17264
916,23P,864691135583734904,92768,134960,17965
917,23P,864691136822194660,92960,139280,17460
918,23P,864691135134713369,93216,139968,17986
919,23P,864691136318064279,94320,142096,17809
920,23P,864691136378789589,94288,134656,17350
921,23P,864691135952030755,94832,136480,17285
922,23P,864691135494045584,94528,143584,17378
923,23P,864691136290863255,97536,133360,17559
924,23P,864691136819523950,97440,136912,17993
925,23P,864691136824991716,98032,133712,17263
926,23P,864691135776638560,82448,128224,18272
927,23P,864691136723568381,82496,133424,18557
928,23P,864691136828782052,82912,136832,18607
929,23P,864691135700283515,83072,138432,18290
930,23P,864691135654091458,82896,142304,18428
931,23P,864691136601593297,84704,142992,18230
932,23P,864691136723507453,85088,140912,18314
933,23P,864691136922761444,85136,135760,18314
934,23P,864691136361520354,85248,128240,18513
935,23P,864691135758535246,85616,131328,18084
936,23P,864691136321742999,85760,130976,18269
937,23P,864691136818708590,88384,129936,18289
938,23P,864691135576929285,88512,137552,18594
939,23P,864691135865555589,88624,133728,18507
940,23P,864691136209011900,89056,131136,18115
941,23P,864691136008475564,89280,137520,18210
942,23P,864691135771707211,89024,133248,18735
943,23P,864691135134713881,90256,140016,18083
944,23P,864691136617141723,91520,139040,18216
945,23P,864691135373662025,92784,131216,18337
946,23P,864691135740479851,97632,152416,19693
948,23P,864691135446946644,97104,130064,17920
951,23P,864691135509066505,85696,139184,17422
952,5P-IT,864691135941484404,156192,165808,19315
954,23P,864691135991787201,84624,140032,18753
955,4P,864691136237832252,97344,156832,20097
956,23P,864691136321787287,93856,130672,18481
957,23P,864691135785286084,94224,128544,18564
958,23P,864691136194095574,94176,138128,18412
959,23P,864691136925376586,94480,135040,18235
960,23P,864691136031787195,97184,140624,18680
961,23P,864691135272185361,97984,127264,18420
962,23P,864691135544426280,81792,143184,19404
963,23P,864691135809508812,85088,134336,19244
964,23P,864691136482894380,85024,133920,18791
965,23P,864691135373645385,85472,129328,18757
966,23P,864691135865490821,85744,131936,19263
967,23P,864691135373720393,86912,137520,19232
968,23P,864691135373719625,87200,127936,19082
969,23P,864691136050863347,86784,143056,18986
970,23P,864691135888516489,87264,137584,19005
971,23P,864691135939369985,87312,132128,18987
972,23P,864691135104024141,87968,132880,19409
973,23P,864691136309654874,88592,128608,19407
974,23P,864691135510412240,88560,142000,19044
975,23P,864691136436392606,88416,140432,19477
976,23P,864691136829202660,90512,129200,18994
977,23P,864691136266434532,90608,132480,18823
978,23P,864691135428493872,91504,134384,19228
979,23P,864691135699295522,92560,138064,19284
980,23P,864691135939812774,84208,132144,18712
981,4P,864691135785292996,87952,160240,16842
982,4P,864691135081718263,88320,173392,16664
983,4P,864691135407322569,88800,167008,16933
984,4P,864691136965845454,89952,163824,17006
985,4P,864691135113189017,91280,162768,17016
986,4P,864691135968932965,91824,175312,16948
987,4P,864691136050867187,91872,165632,16578
988,4P,864691136289756311,92480,166320,17100
